age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,technician,married,secondary,no,2850,yes,no,cellular,16,apr,486,1,-1,0,unknown,0
46,technician,divorced,secondary,no,-154,yes,yes,unknown,28,may,140,1,-1,0,unknown,0
50,blue-collar,married,tertiary,no,1131,yes,yes,unknown,8,may,66,1,-1,0,unknown,0
36,technician,married,secondary,no,1746,yes,no,unknown,16,may,806,3,-1,0,unknown,0
52,services,married,secondary,no,-158,no,yes,cellular,25,jul,124,1,-1,0,unknown,0
49,blue-collar,married,secondary,no,116,no,no,unknown,12,jun,165,2,-1,0,unknown,0
46,entrepreneur,married,secondary,yes,1234,yes,no,unknown,20,may,142,15,-1,0,unknown,0
58,unknown,single,primary,no,0,no,no,unknown,6,jun,852,3,-1,0,unknown,0
39,services,married,secondary,no,9,yes,no,unknown,7,may,431,1,-1,0,unknown,0
33,admin.,single,secondary,no,260,no,no,cellular,9,sep,716,3,92,6,failure,1
36,technician,married,secondary,no,0,no,no,cellular,28,aug,36,6,-1,0,unknown,0
38,technician,married,secondary,no,3550,yes,yes,cellular,13,apr,485,3,-1,0,unknown,0
29,blue-collar,divorced,primary,no,-133,yes,no,cellular,12,may,128,4,-1,0,unknown,0
45,blue-collar,married,secondary,no,3933,yes,no,unknown,15,may,563,1,-1,0,unknown,0
46,services,married,secondary,no,518,no,yes,cellular,6,aug,82,4,-1,0,unknown,0
53,unknown,single,unknown,no,919,no,no,cellular,18,jun,93,1,-1,0,unknown,0
35,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,188,1,-1,0,unknown,0
52,management,married,tertiary,no,4564,no,no,unknown,11,jun,60,2,-1,0,unknown,0
33,blue-collar,married,primary,no,-376,yes,no,cellular,18,may,53,2,-1,0,unknown,0
38,services,married,secondary,no,26,yes,no,unknown,16,may,764,2,-1,0,unknown,0
38,technician,single,secondary,no,1857,no,no,cellular,27,may,236,1,97,1,success,1
40,services,married,secondary,no,393,yes,yes,cellular,5,feb,502,2,-1,0,unknown,0
20,student,single,primary,no,479,no,no,telephone,21,aug,110,2,106,5,failure,0
33,services,married,secondary,no,1841,no,no,telephone,4,may,101,4,-1,0,unknown,0
34,admin.,married,secondary,no,382,yes,no,unknown,21,may,725,2,-1,0,unknown,0
35,blue-collar,married,secondary,no,-6,yes,no,unknown,5,may,198,2,-1,0,unknown,0
49,entrepreneur,divorced,tertiary,no,1718,no,yes,cellular,21,nov,125,3,-1,0,unknown,0
43,technician,married,secondary,no,592,yes,no,unknown,12,jun,127,23,-1,0,unknown,0
45,technician,married,secondary,no,0,no,no,cellular,30,jul,113,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,-208,yes,no,unknown,15,may,256,1,-1,0,unknown,0
42,management,married,tertiary,no,0,no,no,cellular,5,aug,123,1,-1,0,unknown,0
31,management,single,tertiary,no,3518,no,no,cellular,5,jun,138,2,-1,0,unknown,0
29,services,married,secondary,no,346,yes,no,cellular,15,may,518,1,346,1,failure,0
37,services,married,secondary,no,-63,no,no,unknown,28,may,145,3,-1,0,unknown,0
31,services,single,secondary,no,691,yes,no,unknown,2,jun,156,8,-1,0,unknown,0
31,blue-collar,married,secondary,no,0,yes,no,cellular,12,may,27,6,-1,0,unknown,0
24,self-employed,married,secondary,no,1234,yes,no,unknown,7,may,390,1,-1,0,unknown,0
44,management,divorced,tertiary,no,13,no,no,cellular,29,aug,70,2,-1,0,unknown,0
51,technician,divorced,secondary,no,-210,no,yes,cellular,19,aug,82,6,-1,0,unknown,0
48,blue-collar,married,secondary,no,1228,yes,no,unknown,15,may,942,1,-1,0,unknown,1
31,blue-collar,divorced,secondary,no,1927,yes,no,cellular,20,apr,151,2,152,4,failure,0
47,admin.,married,secondary,no,1514,yes,no,cellular,18,nov,80,1,-1,0,unknown,0
37,management,divorced,tertiary,no,1048,no,no,cellular,20,aug,438,3,-1,0,unknown,0
49,entrepreneur,divorced,tertiary,no,6,yes,no,cellular,6,may,171,2,-1,0,unknown,0
26,management,single,tertiary,no,3160,no,no,telephone,27,may,57,4,-1,0,unknown,0
28,blue-collar,married,secondary,no,-17,yes,yes,cellular,12,may,5,1,-1,0,unknown,0
31,admin.,single,secondary,no,1020,yes,no,cellular,18,may,9,6,-1,0,unknown,0
43,unemployed,divorced,secondary,no,582,yes,no,unknown,8,may,86,3,-1,0,unknown,0
51,management,married,tertiary,no,796,no,no,cellular,24,jul,123,1,-1,0,unknown,0
38,management,married,tertiary,no,1317,no,no,unknown,11,jun,74,1,-1,0,unknown,0
50,technician,married,secondary,no,697,yes,no,cellular,20,apr,104,5,-1,0,unknown,0
47,management,single,tertiary,no,6651,no,no,cellular,30,mar,262,1,-1,0,unknown,1
58,blue-collar,single,primary,no,-269,yes,no,unknown,20,may,268,9,-1,0,unknown,0
29,services,single,secondary,no,557,no,no,cellular,4,nov,1081,1,-1,0,unknown,1
32,management,single,tertiary,no,849,no,no,cellular,19,nov,1034,1,-1,0,unknown,1
34,management,single,tertiary,no,5359,no,no,cellular,7,sep,207,1,-1,0,unknown,1
30,admin.,divorced,tertiary,no,734,yes,no,unknown,20,may,217,1,-1,0,unknown,0
37,admin.,married,secondary,no,489,yes,no,unknown,2,jun,90,1,-1,0,unknown,0
51,management,married,tertiary,no,22557,no,no,cellular,17,feb,556,9,-1,0,unknown,1
30,student,single,tertiary,no,1785,no,no,cellular,16,apr,82,2,-1,0,unknown,0
48,technician,married,secondary,no,0,no,no,cellular,21,aug,67,2,-1,0,unknown,0
32,technician,single,secondary,no,841,no,no,cellular,12,aug,140,4,-1,0,unknown,0
44,technician,divorced,secondary,no,2410,yes,no,unknown,14,may,95,3,-1,0,unknown,0
35,housemaid,married,secondary,no,394,no,no,cellular,11,jul,756,2,-1,0,unknown,0
35,technician,single,tertiary,no,0,yes,no,cellular,15,may,95,4,-1,0,unknown,0
50,blue-collar,divorced,primary,no,1495,yes,no,cellular,5,feb,8,7,-1,0,unknown,0
35,management,single,tertiary,no,-106,yes,no,unknown,27,may,153,4,-1,0,unknown,0
32,self-employed,single,tertiary,no,719,yes,no,cellular,9,feb,463,2,260,1,failure,0
37,management,married,secondary,no,-18,yes,yes,cellular,6,may,219,2,289,2,failure,0
33,blue-collar,married,secondary,no,-97,yes,no,unknown,12,may,180,1,-1,0,unknown,0
46,blue-collar,married,unknown,no,3342,yes,no,cellular,6,feb,957,4,-1,0,unknown,1
51,technician,single,secondary,no,3132,no,no,telephone,4,dec,232,1,-1,0,unknown,0
32,admin.,married,secondary,no,771,yes,no,cellular,20,apr,81,2,-1,0,unknown,0
35,technician,single,secondary,no,-723,yes,no,unknown,30,may,122,1,-1,0,unknown,0
62,blue-collar,married,secondary,no,679,no,no,cellular,28,jan,112,7,95,2,other,0
35,services,divorced,secondary,yes,-898,yes,no,unknown,2,jun,198,1,-1,0,unknown,0
61,technician,divorced,secondary,no,7968,no,no,cellular,23,sep,96,1,182,1,success,0
31,technician,single,tertiary,no,849,yes,no,unknown,21,may,81,1,-1,0,unknown,0
49,technician,married,tertiary,no,4373,no,no,cellular,18,aug,68,6,-1,0,unknown,0
29,technician,single,secondary,no,4,no,yes,cellular,14,jul,110,3,-1,0,unknown,0
36,management,married,tertiary,no,1026,yes,no,cellular,30,apr,98,1,86,1,success,0
31,blue-collar,single,secondary,no,0,no,no,cellular,7,jul,225,2,-1,0,unknown,0
54,management,married,tertiary,no,12,yes,no,cellular,28,jul,58,3,-1,0,unknown,0
55,blue-collar,married,secondary,no,3328,no,no,cellular,16,feb,526,2,193,2,success,1
31,management,married,tertiary,no,0,yes,no,cellular,18,nov,72,1,-1,0,unknown,0
40,blue-collar,married,unknown,no,509,yes,no,unknown,28,may,175,1,-1,0,unknown,0
30,technician,married,tertiary,no,20,no,no,cellular,6,aug,140,3,-1,0,unknown,0
35,services,divorced,secondary,no,447,no,no,cellular,5,feb,112,1,-1,0,unknown,0
32,student,single,tertiary,no,6991,no,no,cellular,5,mar,86,1,-1,0,unknown,0
47,management,married,tertiary,no,2127,no,no,cellular,28,aug,68,5,-1,0,unknown,0
55,retired,married,primary,no,0,no,no,unknown,18,jun,68,3,-1,0,unknown,0
58,retired,married,secondary,no,0,no,no,cellular,19,aug,138,2,-1,0,unknown,0
63,technician,married,tertiary,no,889,no,no,cellular,14,oct,343,1,-1,0,unknown,1
33,services,married,secondary,no,-196,yes,no,unknown,8,may,200,1,-1,0,unknown,0
48,management,married,tertiary,no,-8,no,no,cellular,19,aug,94,2,-1,0,unknown,0
31,admin.,single,secondary,no,1810,no,no,cellular,8,jul,112,1,-1,0,unknown,0
53,housemaid,married,primary,no,35,yes,no,unknown,26,may,120,1,-1,0,unknown,0
40,admin.,married,secondary,no,33,yes,yes,unknown,13,may,121,2,-1,0,unknown,0
59,technician,divorced,secondary,no,0,no,no,cellular,6,aug,81,2,-1,0,unknown,0
41,services,married,primary,no,0,yes,no,unknown,15,may,139,3,-1,0,unknown,0
39,services,divorced,secondary,no,1301,no,no,unknown,9,jun,140,2,-1,0,unknown,0
57,management,married,tertiary,no,1241,no,no,cellular,29,jul,74,3,-1,0,unknown,0
30,management,single,tertiary,no,741,yes,no,cellular,13,may,97,3,364,1,success,0
52,management,married,tertiary,no,1016,yes,no,cellular,2,feb,669,1,-1,0,unknown,0
28,management,single,primary,yes,-42,no,no,cellular,9,feb,36,3,-1,0,unknown,0
33,management,married,tertiary,no,641,yes,yes,cellular,11,aug,532,4,-1,0,unknown,0
37,technician,single,secondary,no,0,no,no,cellular,18,aug,94,4,-1,0,unknown,0
70,retired,married,tertiary,no,4388,no,no,cellular,10,aug,270,1,186,5,other,1
45,blue-collar,divorced,secondary,no,1265,yes,no,cellular,10,jul,940,1,-1,0,unknown,1
52,admin.,married,secondary,no,2133,no,yes,cellular,18,jul,88,1,-1,0,unknown,0
41,technician,married,secondary,no,1,no,no,unknown,6,jun,81,1,-1,0,unknown,0
46,technician,divorced,secondary,no,589,yes,yes,cellular,5,feb,79,1,195,1,failure,0
40,blue-collar,married,secondary,no,763,yes,no,unknown,7,may,819,1,-1,0,unknown,1
55,services,married,primary,no,987,no,yes,unknown,17,jun,420,1,-1,0,unknown,0
38,management,married,tertiary,no,804,yes,no,unknown,7,may,155,2,-1,0,unknown,0
54,admin.,divorced,secondary,no,7963,no,no,cellular,28,jan,605,1,-1,0,unknown,1
36,management,married,tertiary,no,2155,no,no,cellular,16,jul,796,1,-1,0,unknown,1
52,management,married,tertiary,no,0,yes,no,cellular,21,nov,103,1,-1,0,unknown,0
36,management,divorced,tertiary,no,482,yes,no,cellular,13,apr,704,1,-1,0,unknown,1
33,management,single,tertiary,no,1608,no,no,unknown,12,jun,222,1,-1,0,unknown,0
37,services,divorced,secondary,no,1363,yes,no,unknown,16,may,206,3,-1,0,unknown,0
45,blue-collar,married,primary,no,673,no,no,unknown,20,jun,7,3,-1,0,unknown,0
31,management,single,tertiary,no,2388,no,no,cellular,12,aug,317,1,-1,0,unknown,0
36,management,married,tertiary,no,15,yes,no,unknown,4,jun,394,9,-1,0,unknown,0
59,retired,married,secondary,no,0,no,no,cellular,13,aug,115,2,-1,0,unknown,0
28,admin.,married,secondary,no,0,yes,yes,unknown,13,may,115,1,-1,0,unknown,0
47,technician,married,secondary,no,837,yes,yes,cellular,19,aug,94,4,-1,0,unknown,0
61,housemaid,married,secondary,no,0,yes,no,cellular,22,sep,138,1,-1,0,unknown,0
43,admin.,divorced,secondary,no,782,yes,no,cellular,2,feb,197,1,-1,0,unknown,0
63,housemaid,married,tertiary,no,473,no,no,cellular,9,feb,532,1,-1,0,unknown,1
34,technician,divorced,secondary,no,1262,yes,yes,cellular,6,may,474,2,-1,0,unknown,0
37,technician,married,secondary,no,538,no,no,unknown,20,jun,8,5,-1,0,unknown,0
24,services,single,secondary,no,9,yes,no,cellular,18,may,113,1,367,3,failure,0
48,blue-collar,married,primary,no,1211,yes,no,unknown,17,jun,579,2,-1,0,unknown,0
48,technician,divorced,tertiary,no,1314,no,no,telephone,31,mar,562,1,98,10,success,0
51,management,divorced,tertiary,no,5,yes,no,unknown,30,may,67,1,-1,0,unknown,0
54,housemaid,married,primary,no,8195,no,no,telephone,18,nov,50,2,-1,0,unknown,0
38,unemployed,divorced,secondary,no,544,yes,yes,unknown,6,may,586,1,-1,0,unknown,0
32,admin.,single,tertiary,no,882,no,no,cellular,21,nov,86,1,-1,0,unknown,0
56,services,married,secondary,no,26,no,no,telephone,24,jul,592,2,-1,0,unknown,0
35,management,single,tertiary,no,1812,no,no,cellular,28,jan,915,3,-1,0,unknown,1
38,self-employed,married,secondary,no,325,yes,no,unknown,6,may,786,2,-1,0,unknown,0
36,management,single,tertiary,no,1026,no,no,cellular,22,nov,90,3,-1,0,unknown,0
32,technician,single,secondary,no,585,no,no,cellular,28,jan,1150,1,-1,0,unknown,1
37,technician,divorced,tertiary,no,47,no,no,cellular,14,aug,150,4,-1,0,unknown,0
35,technician,married,secondary,no,597,no,no,cellular,29,jul,136,3,-1,0,unknown,0
39,admin.,married,secondary,no,37128,yes,no,cellular,21,nov,588,3,-1,0,unknown,0
28,admin.,single,secondary,no,6100,no,no,unknown,26,jun,16,1,-1,0,unknown,0
46,technician,married,secondary,no,-388,yes,no,unknown,12,jun,125,2,-1,0,unknown,0
56,management,married,tertiary,no,0,no,no,cellular,30,jul,189,2,-1,0,unknown,0
32,management,single,tertiary,no,-292,yes,no,cellular,21,aug,142,2,-1,0,unknown,0
62,housemaid,married,primary,no,3875,no,no,telephone,14,oct,59,1,-1,0,unknown,0
57,self-employed,married,tertiary,no,12,yes,no,unknown,28,may,1199,1,-1,0,unknown,0
25,admin.,single,secondary,no,3,yes,no,unknown,13,may,193,5,-1,0,unknown,0
42,admin.,married,secondary,no,664,yes,yes,cellular,12,may,22,1,-1,0,unknown,0
58,management,divorced,tertiary,no,1296,no,no,cellular,17,aug,576,1,-1,0,unknown,1
57,technician,married,tertiary,no,2960,yes,no,cellular,21,nov,659,2,171,7,failure,0
57,admin.,married,secondary,no,1028,no,no,cellular,20,nov,121,2,-1,0,unknown,0
56,admin.,divorced,secondary,no,462,no,no,cellular,30,apr,439,1,-1,0,unknown,1
33,technician,single,secondary,no,523,no,no,cellular,4,feb,619,2,-1,0,unknown,1
33,blue-collar,single,primary,no,545,yes,no,cellular,17,apr,133,2,-1,0,unknown,0
25,blue-collar,single,secondary,no,-250,no,no,unknown,13,may,93,1,-1,0,unknown,0
41,management,married,tertiary,no,1316,yes,no,cellular,7,aug,131,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,574,yes,yes,cellular,20,apr,477,1,-1,0,unknown,0
30,management,single,tertiary,no,0,no,no,cellular,28,aug,48,15,-1,0,unknown,0
38,management,married,tertiary,no,1285,no,no,unknown,6,jun,796,1,-1,0,unknown,1
37,technician,married,secondary,no,1526,yes,no,cellular,18,nov,58,1,-1,0,unknown,0
48,blue-collar,married,primary,no,473,no,no,cellular,16,jul,635,1,-1,0,unknown,0
41,management,married,tertiary,no,1433,yes,no,unknown,30,may,166,2,-1,0,unknown,0
56,management,married,tertiary,no,2319,no,yes,cellular,25,jul,56,2,-1,0,unknown,0
40,blue-collar,married,secondary,no,887,yes,no,unknown,13,may,193,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,1558,yes,no,cellular,10,jul,117,3,-1,0,unknown,0
30,admin.,married,secondary,no,2,yes,yes,cellular,30,apr,171,2,-1,0,unknown,0
40,blue-collar,married,secondary,no,690,yes,no,unknown,15,may,77,1,-1,0,unknown,0
56,housemaid,divorced,primary,no,492,no,no,cellular,22,oct,781,2,186,7,other,1
30,admin.,single,secondary,no,0,no,no,telephone,28,jan,58,1,-1,0,unknown,0
47,management,married,tertiary,no,-849,no,yes,cellular,28,jul,124,3,-1,0,unknown,0
58,retired,married,secondary,no,1327,no,no,cellular,12,oct,197,1,-1,0,unknown,0
30,admin.,married,secondary,no,-961,yes,no,cellular,2,apr,87,1,252,1,other,0
41,technician,married,secondary,no,0,yes,no,cellular,27,aug,81,4,-1,0,unknown,0
44,housemaid,married,secondary,no,634,yes,yes,unknown,5,jun,287,3,-1,0,unknown,0
32,technician,married,secondary,no,973,no,no,cellular,18,aug,1212,4,-1,0,unknown,1
53,admin.,married,secondary,no,-1136,yes,yes,cellular,27,apr,104,1,-1,0,unknown,0
27,admin.,single,secondary,no,7,no,no,cellular,28,jan,123,1,-1,0,unknown,0
35,technician,single,tertiary,no,994,yes,no,cellular,7,may,738,2,343,3,failure,1
32,technician,married,secondary,no,0,yes,no,cellular,14,jul,96,3,-1,0,unknown,0
56,management,divorced,tertiary,no,1075,yes,no,cellular,4,feb,439,2,-1,0,unknown,0
42,blue-collar,divorced,secondary,no,442,yes,yes,unknown,5,may,121,1,-1,0,unknown,0
61,management,married,tertiary,no,4692,yes,no,cellular,15,mar,898,2,90,1,success,1
39,blue-collar,married,primary,no,1160,yes,no,unknown,20,may,50,1,-1,0,unknown,0
49,management,married,tertiary,no,4761,no,no,cellular,17,nov,71,1,-1,0,unknown,0
60,admin.,married,unknown,no,3735,no,no,cellular,9,jun,881,3,-1,0,unknown,1
40,blue-collar,single,secondary,no,431,yes,no,cellular,19,nov,123,2,-1,0,unknown,0
30,services,married,secondary,no,-94,yes,no,cellular,21,jul,111,4,-1,0,unknown,0
43,management,married,tertiary,no,431,yes,no,cellular,2,feb,1184,1,-1,0,unknown,1
33,self-employed,single,tertiary,no,644,no,no,cellular,22,oct,636,2,105,2,other,1
48,technician,married,secondary,no,0,no,no,cellular,25,aug,78,4,-1,0,unknown,0
36,services,married,secondary,no,532,yes,no,unknown,21,may,229,1,-1,0,unknown,0
44,management,married,tertiary,no,17361,no,no,unknown,18,jun,471,1,-1,0,unknown,0
36,blue-collar,single,secondary,no,854,yes,no,telephone,17,apr,43,1,-1,0,unknown,0
46,technician,married,secondary,no,14,no,no,cellular,19,aug,123,2,-1,0,unknown,0
48,retired,married,secondary,no,1735,no,no,unknown,17,jun,135,2,-1,0,unknown,0
33,management,married,tertiary,no,0,no,yes,cellular,14,aug,114,2,-1,0,unknown,0
59,admin.,married,primary,no,47,yes,yes,cellular,14,jul,72,3,-1,0,unknown,0
34,management,married,secondary,no,2278,yes,no,cellular,21,nov,67,2,-1,0,unknown,0
34,blue-collar,married,primary,no,2,yes,no,unknown,28,may,114,5,-1,0,unknown,0
26,technician,married,secondary,no,524,no,no,cellular,22,may,418,1,-1,0,unknown,0
57,retired,married,primary,no,0,no,no,unknown,20,jun,9,1,-1,0,unknown,0
43,management,married,tertiary,no,611,no,no,cellular,2,jun,293,1,-1,0,unknown,1
59,retired,married,secondary,no,-471,no,no,cellular,26,aug,86,4,-1,0,unknown,0
38,blue-collar,married,secondary,no,928,yes,no,cellular,20,apr,245,1,-1,0,unknown,0
25,services,single,secondary,no,192,no,no,cellular,30,jul,111,2,-1,0,unknown,0
26,management,single,tertiary,no,536,no,no,cellular,8,sep,229,1,93,1,success,1
35,blue-collar,married,unknown,no,92,yes,yes,unknown,29,may,515,1,-1,0,unknown,0
52,housemaid,married,primary,no,0,no,no,cellular,21,aug,90,2,-1,0,unknown,0
38,technician,married,secondary,no,1445,yes,no,cellular,20,apr,7,5,-1,0,unknown,0
30,technician,single,secondary,no,0,yes,no,cellular,4,feb,222,1,-1,0,unknown,0
58,management,married,tertiary,no,2348,yes,no,unknown,30,oct,160,1,-1,0,unknown,1
32,admin.,single,secondary,no,1041,yes,no,unknown,5,jun,1330,1,-1,0,unknown,1
29,technician,single,secondary,no,486,yes,yes,unknown,2,jun,489,2,-1,0,unknown,0
29,admin.,married,secondary,no,697,yes,no,cellular,18,may,75,4,-1,0,unknown,0
38,housemaid,married,primary,no,0,no,no,unknown,9,jun,67,2,-1,0,unknown,0
28,admin.,single,secondary,no,-329,yes,no,unknown,28,may,181,2,-1,0,unknown,0
25,management,single,tertiary,no,7103,no,no,cellular,13,may,638,2,-1,0,unknown,1
38,unemployed,married,primary,no,574,yes,no,cellular,9,feb,48,8,-1,0,unknown,0
33,technician,married,tertiary,no,516,yes,yes,cellular,20,apr,207,1,-1,0,unknown,0
47,blue-collar,married,secondary,no,761,yes,no,cellular,7,may,6,1,-1,0,unknown,0
35,technician,single,tertiary,no,0,no,no,cellular,30,apr,124,3,-1,0,unknown,0
37,admin.,married,secondary,no,645,yes,no,unknown,29,may,5,1,-1,0,unknown,0
35,technician,single,secondary,no,4,no,no,cellular,7,aug,314,2,-1,0,unknown,1
52,blue-collar,divorced,primary,no,-267,yes,no,telephone,25,jul,160,30,-1,0,unknown,0
52,blue-collar,married,secondary,no,-190,yes,no,unknown,27,may,71,3,-1,0,unknown,0
50,admin.,married,tertiary,no,1127,yes,no,cellular,25,jul,75,1,-1,0,unknown,0
30,management,single,secondary,no,0,no,no,cellular,22,aug,90,2,-1,0,unknown,0
44,blue-collar,married,secondary,no,-219,yes,no,cellular,20,apr,172,3,-1,0,unknown,0
59,retired,married,tertiary,no,739,no,yes,unknown,6,jun,847,1,-1,0,unknown,0
50,admin.,married,secondary,no,1455,no,no,unknown,9,jun,394,1,-1,0,unknown,0
40,blue-collar,married,primary,no,0,yes,no,unknown,15,may,178,1,-1,0,unknown,0
60,management,married,tertiary,no,1119,no,no,cellular,14,aug,94,2,-1,0,unknown,0
54,management,married,tertiary,no,446,no,no,cellular,28,jul,386,5,-1,0,unknown,0
27,student,single,tertiary,no,3472,no,no,cellular,20,aug,211,3,182,4,success,1
34,admin.,divorced,secondary,no,0,yes,yes,cellular,11,may,71,1,370,2,failure,0
42,management,married,tertiary,no,-811,yes,no,cellular,9,apr,110,1,-1,0,unknown,0
47,technician,married,secondary,no,687,no,no,cellular,6,aug,92,2,-1,0,unknown,0
40,technician,divorced,secondary,no,0,yes,no,unknown,20,may,8,12,-1,0,unknown,0
31,technician,married,secondary,no,3722,no,no,cellular,28,aug,99,2,-1,0,unknown,0
36,blue-collar,married,secondary,no,0,yes,no,unknown,9,may,160,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,641,yes,yes,cellular,17,apr,157,1,-1,0,unknown,0
